hour,day,temperature,weather,rides
4,Sunday,26.74126975446901,Sunny,93
5,Wednesday,34.352566505971296,Sunny,144
18,Tuesday,32.251361845387905,Cloudy,301
7,Tuesday,36.44352339025065,Cloudy,175
15,Saturday,18.337062917466035,Sunny,186
12,Wednesday,15.818616018033246,Sunny,107
0,Sunday,36.39449457825816,Sunny,91
21,Friday,29.726809383340694,Rainy,258
19,Friday,19.327867900226625,Rainy,215
16,Tuesday,32.27044151717527,Rainy,195
6,Wednesday,34.453551534411034,Sunny,113
12,Wednesday,28.44934721023397,Cloudy,158
3,Sunday,30.636523296397453,Sunny,150
3,Saturday,21.25779713327999,Rainy,47
5,Thursday,26.160870020291174,Rainy,54
18,Friday,25.724775121784866,Sunny,229
11,Saturday,35.441433733923155,Sunny,241
21,Monday,35.19891940846548,Rainy,248
6,Friday,34.98041408041129,Rainy,120
9,Saturday,10.330948427873974,Rainy,51
18,Friday,32.48636453406665,Sunny,249
6,Thursday,32.76029170333015,Rainy,93
2,Monday,30.351364685654254,Rainy,80
12,Thursday,32.68793973674357,Cloudy,180
12,Sunday,35.25911114490126,Sunny,206
17,Monday,24.10957162305357,Cloudy,205
19,Tuesday,25.061506404653414,Cloudy,239
7,Saturday,13.741421707341715,Rainy,42
8,Monday,21.561276491420855,Sunny,96
6,Sunday,29.30095539735353,Rainy,113
0,Sunday,33.41199328441824,Sunny,110
2,Thursday,16.516272930736317,Cloudy,34
12,Friday,14.134686974777061,Sunny,108
16,Monday,29.891260135014768,Rainy,216
23,Saturday,10.056396505747319,Rainy,180
0,Monday,15.351177529219894,Rainy,0
5,Wednesday,10.872141410318612,Sunny,43
20,Friday,15.006553535646127,Cloudy,168
5,Saturday,15.439578397765157,Cloudy,87
11,Saturday,21.630207842511826,Sunny,155
12,Tuesday,22.06981374059668,Rainy,113
12,Thursday,36.227874118307135,Cloudy,244
14,Tuesday,25.303291374964758,Rainy,147
20,Saturday,31.702142968368587,Sunny,311
15,Friday,13.124120737608624,Rainy,117
21,Monday,16.763162663910816,Cloudy,208
20,Monday,31.088303229360303,Cloudy,270
10,Friday,11.584118814055843,Rainy,46
4,Saturday,24.597929867312594,Sunny,86
3,Sunday,27.981068969888014,Rainy,96
2,Monday,28.064369321574432,Sunny,65
18,Sunday,10.687984338041261,Rainy,168
19,Monday,19.663240126875564,Cloudy,225
17,Monday,29.09471953147462,Sunny,199
14,Thursday,14.469992084477303,Sunny,159
8,Thursday,30.862469449841598,Sunny,146
16,Wednesday,32.37775626441024,Cloudy,229
13,Tuesday,39.45907571338436,Rainy,199
14,Friday,16.295259845692282,Cloudy,135
0,Friday,34.753920029983455,Sunny,95
20,Friday,25.608897307559623,Rainy,239
21,Wednesday,21.203877884325202,Cloudy,211
21,Thursday,13.671302719755339,Sunny,231
2,Saturday,32.065168194626125,Sunny,143
15,Sunday,17.075727974310613,Cloudy,177
22,Sunday,21.142660056191374,Cloudy,262
10,Saturday,11.876266806921054,Cloudy,93
11,Wednesday,34.04100747458557,Sunny,195
9,Saturday,32.9976557191493,Cloudy,198
15,Friday,32.00847490126937,Sunny,225
7,Tuesday,18.9833053147566,Cloudy,62
5,Monday,15.204402227978717,Sunny,49
11,Sunday,29.126597934106893,Sunny,188
23,Thursday,24.884991523396586,Rainy,250
20,Thursday,15.347574007139247,Cloudy,182
7,Wednesday,30.57733813149591,Cloudy,146
3,Thursday,39.733792954639114,Sunny,168
7,Friday,32.41658763226113,Sunny,171
17,Sunday,32.199591600568354,Sunny,287
4,Saturday,38.509382587917756,Rainy,161
8,Friday,16.088091027247067,Rainy,43
3,Wednesday,26.96649894764321,Sunny,98
21,Friday,39.389401451016504,Cloudy,332
16,Saturday,14.958823329105236,Cloudy,143
8,Tuesday,31.00755878333563,Rainy,132
0,Wednesday,27.57430437915706,Rainy,55
20,Tuesday,27.59437276566121,Sunny,250
19,Monday,30.930118825602253,Cloudy,243
12,Tuesday,37.88850768627053,Sunny,221
15,Monday,33.47745819554014,Rainy,177
12,Monday,11.6840831024863,Cloudy,90
13,Tuesday,35.581840596271334,Cloudy,218
2,Wednesday,16.766239897771978,Rainy,0
5,Saturday,21.30742494209116,Sunny,114
17,Friday,23.851984408371464,Sunny,193
18,Friday,24.42718002259209,Cloudy,217
4,Saturday,23.055411977660704,Rainy,84
14,Sunday,38.120598826475934,Cloudy,260
1,Sunday,31.180570229920736,Rainy,94
9,Monday,28.93511937870119,Sunny,156
23,Monday,11.495260833488247,Rainy,164
17,Wednesday,37.11739990781124,Sunny,281
12,Thursday,37.28170576025188,Rainy,190
4,Tuesday,33.40639190290307,Cloudy,130
22,Monday,10.210876114408574,Sunny,186
23,Friday,11.718407532328701,Cloudy,172
0,Wednesday,16.756711068054692,Cloudy,0
21,Tuesday,13.940482244347201,Sunny,204
0,Wednesday,21.96508089111188,Sunny,8
17,Tuesday,37.67869174263369,Cloudy,283
14,Tuesday,24.16181302590995,Cloudy,184
16,Saturday,10.402078792964968,Cloudy,134
10,Monday,18.48237068736286,Cloudy,89
20,Wednesday,11.337847251188846,Sunny,173
21,Wednesday,11.088628678405065,Sunny,170
16,Saturday,18.271595592866568,Cloudy,204
12,Friday,18.268370160368363,Rainy,104
0,Friday,33.61379807804812,Rainy,36
1,Sunday,39.24503958343335,Sunny,139
8,Monday,21.13621281669995,Cloudy,119
2,Monday,22.86660636583116,Cloudy,75
0,Thursday,35.34368308858065,Sunny,107
20,Saturday,18.0441706028654,Rainy,205
15,Friday,14.691454132103438,Rainy,104
22,Tuesday,35.59268870210951,Rainy,298
5,Wednesday,11.395017593201965,Sunny,28
16,Monday,28.59098320598247,Rainy,160
4,Wednesday,26.859785424004205,Sunny,114
4,Wednesday,20.37761342505083,Sunny,88
5,Thursday,19.45568563292077,Cloudy,72
2,Friday,33.15573178544864,Rainy,53
20,Monday,12.592738322876395,Sunny,170
22,Wednesday,17.10352927934156,Rainy,158
4,Monday,31.973461955142692,Rainy,121
20,Tuesday,26.449617511792727,Cloudy,235
4,Thursday,13.839646256007592,Rainy,45
9,Tuesday,36.4640684284618,Cloudy,221
9,Monday,21.803435396907744,Sunny,100
18,Sunday,34.83605125966518,Rainy,260
16,Monday,33.63139046583126,Sunny,257
20,Friday,28.732763394151842,Rainy,198
13,Wednesday,24.83443393885279,Sunny,165
8,Wednesday,39.38652521145271,Rainy,156
13,Tuesday,14.348952171394512,Rainy,128
0,Thursday,31.754671826533443,Rainy,51
18,Sunday,15.73572104394367,Rainy,172
12,Saturday,20.14789315997045,Rainy,128
12,Wednesday,19.260962301195857,Rainy,124
3,Friday,38.41107963216169,Rainy,102
0,Tuesday,39.02068533364826,Rainy,84
16,Tuesday,15.490463327041814,Rainy,114
7,Saturday,10.661054808925126,Sunny,42
1,Friday,31.600241189893392,Cloudy,58
7,Thursday,22.539698016114528,Rainy,62
6,Friday,12.665207352626933,Cloudy,28
1,Thursday,30.512623167311276,Rainy,48
21,Friday,26.35316584782099,Rainy,229
21,Friday,39.41550466003318,Sunny,317
2,Monday,16.82228487584137,Sunny,51
17,Tuesday,22.119336289796447,Cloudy,209
11,Friday,26.276374101862686,Sunny,158
0,Saturday,33.750999653600545,Sunny,123
21,Friday,26.465159701601763,Cloudy,244
11,Wednesday,28.387004825858476,Sunny,115
4,Tuesday,16.784411547698223,Rainy,14
16,Wednesday,35.40756184265679,Cloudy,253
15,Tuesday,22.858916409114272,Cloudy,142
14,Wednesday,14.228788825653078,Rainy,111
22,Friday,29.92563743516252,Sunny,284
14,Friday,16.482713595559225,Cloudy,139
4,Monday,12.926875307178992,Cloudy,9
20,Saturday,35.85960725212817,Rainy,324
13,Wednesday,23.80486793465319,Rainy,143
1,Thursday,32.47851138087329,Sunny,112
10,Monday,18.71762679419065,Cloudy,125
18,Wednesday,33.60910404752999,Sunny,245
6,Wednesday,13.35807781064591,Sunny,32
5,Monday,20.67920121384558,Rainy,52
1,Friday,39.341854539205855,Cloudy,109
5,Wednesday,33.81969149104018,Cloudy,124
17,Friday,24.917677909440645,Cloudy,230
1,Monday,20.193324146856554,Rainy,0
17,Friday,36.1640710006743,Rainy,221
14,Tuesday,26.34543277253547,Rainy,145
18,Thursday,32.752750536073336,Rainy,277
1,Sunday,32.62323040948492,Rainy,89
19,Wednesday,10.538370357054754,Cloudy,125
5,Saturday,13.787613483778404,Sunny,33
0,Thursday,29.788880991842266,Cloudy,46
23,Sunday,14.848594338576143,Sunny,250
14,Friday,17.66480033966814,Rainy,137
22,Wednesday,38.399138625988215,Sunny,349
9,Friday,26.805467751247356,Cloudy,133
18,Tuesday,32.52188520998041,Cloudy,243
16,Monday,26.739422163479198,Sunny,220
4,Wednesday,26.575408443481756,Rainy,27
3,Sunday,12.824557303770938,Rainy,53
9,Sunday,20.30989577827309,Cloudy,144
23,Tuesday,18.472926960595352,Sunny,259
16,Tuesday,21.721850968408397,Rainy,137
9,Wednesday,33.95032564672985,Rainy,175
16,Friday,21.157980037505943,Cloudy,166
19,Saturday,23.55090457695048,Rainy,208
23,Sunday,21.921441714559496,Sunny,288
4,Sunday,12.802239159258868,Cloudy,42
1,Tuesday,23.232164747523512,Cloudy,14
5,Thursday,15.86827819133545,Sunny,31
20,Tuesday,15.601698873191244,Cloudy,168
1,Saturday,12.82108313302799,Rainy,0
12,Friday,20.70012922425294,Rainy,105
10,Friday,32.72445654368252,Sunny,155
10,Thursday,18.293250717501884,Rainy,67
15,Sunday,19.37047305656541,Sunny,217
10,Tuesday,29.28023973017271,Sunny,182
18,Friday,15.875224377607566,Rainy,128
14,Saturday,36.90873791270603,Sunny,293
22,Wednesday,25.605715697546636,Rainy,198
22,Monday,23.428088209606507,Cloudy,295
15,Monday,26.734605757876043,Cloudy,219
10,Monday,14.981029402485863,Sunny,83
21,Sunday,28.40419415917529,Rainy,279
15,Tuesday,20.893022099020314,Rainy,116
7,Thursday,36.91559022893857,Cloudy,165
3,Friday,15.065626200330584,Cloudy,11
7,Wednesday,25.21153311596323,Rainy,69
3,Saturday,27.94337888107054,Sunny,110
23,Wednesday,11.001508053591436,Cloudy,183
2,Saturday,20.910793742684206,Sunny,51
2,Sunday,31.979057041024983,Sunny,112
17,Tuesday,34.611325223469194,Cloudy,224
18,Monday,19.39485984451847,Sunny,214
18,Tuesday,33.95779817148254,Sunny,251
20,Sunday,39.03267631310166,Rainy,290
4,Thursday,35.706218082252825,Sunny,155
17,Thursday,13.529319644779756,Rainy,135
9,Sunday,32.191909962566214,Cloudy,207
21,Saturday,19.59000497321634,Cloudy,266
20,Friday,39.6524796823623,Rainy,327
5,Friday,24.560769494796613,Cloudy,79
0,Saturday,13.67301695076823,Sunny,0
4,Thursday,31.755566440821724,Sunny,124
8,Thursday,19.690335951586416,Sunny,85
11,Thursday,39.91234471244985,Cloudy,200
13,Tuesday,39.39347373563565,Sunny,248
1,Thursday,29.68402054061742,Cloudy,85
16,Wednesday,13.894793468551526,Sunny,132
13,Monday,30.60582993025087,Rainy,198
12,Thursday,12.790914593800817,Cloudy,74
8,Saturday,10.880924773071769,Cloudy,69
14,Monday,34.68875338664458,Sunny,241
21,Tuesday,16.292588430510442,Cloudy,193
14,Saturday,21.370813786572924,Cloudy,151
23,Monday,39.2037216992852,Rainy,334
10,Saturday,20.1052150558331,Rainy,108
15,Tuesday,18.89469343849946,Sunny,179
16,Wednesday,37.546239988683254,Rainy,212
3,Tuesday,13.322453359568744,Sunny,0
0,Tuesday,32.78747230343895,Sunny,101
7,Saturday,39.64196699958322,Sunny,225
16,Sunday,37.03888032323947,Cloudy,276
2,Friday,29.550037561192777,Rainy,64
19,Thursday,19.42182384978196,Sunny,188
14,Thursday,17.629659435349502,Rainy,120
14,Wednesday,34.57765314614383,Sunny,235
23,Wednesday,36.394657418550864,Rainy,294
21,Thursday,25.763047376370785,Rainy,212
13,Friday,17.330198223593985,Sunny,138
22,Thursday,13.388296252335206,Cloudy,195
13,Sunday,12.615384034954936,Rainy,103
23,Friday,31.572323420615668,Cloudy,277
1,Wednesday,22.603561835431748,Cloudy,33
12,Monday,37.16079622833611,Sunny,216
13,Saturday,32.190139021802906,Sunny,220
23,Sunday,15.737812537437602,Sunny,259
18,Sunday,28.41332256447097,Rainy,274
6,Wednesday,23.06516363194478,Sunny,87
2,Wednesday,27.31749192305839,Sunny,106
14,Tuesday,32.142073700155514,Rainy,232
22,Sunday,34.18587643011372,Rainy,291
13,Tuesday,35.31211979220173,Sunny,226
10,Tuesday,17.61924623716074,Sunny,150
14,Saturday,10.933467997520731,Sunny,142
12,Tuesday,32.178842054943196,Sunny,201
17,Friday,13.190311787673238,Cloudy,112
5,Thursday,19.44758765838903,Cloudy,46
2,Monday,10.114514023730415,Sunny,1
18,Wednesday,30.4500844720486,Cloudy,290
14,Friday,15.013960344136638,Rainy,101
22,Monday,29.658472290749746,Cloudy,245
4,Sunday,39.752278515035165,Cloudy,150
9,Sunday,12.180126148300488,Sunny,100
6,Sunday,12.312340358543821,Cloudy,85
16,Friday,20.21140278000025,Cloudy,183
6,Friday,35.99159542754026,Cloudy,159
21,Wednesday,16.465896063739955,Cloudy,228
11,Thursday,20.811334597910427,Rainy,89
16,Tuesday,12.055162198809388,Sunny,140
12,Sunday,32.894658737766676,Sunny,224
19,Saturday,22.249190282783534,Rainy,215
3,Thursday,32.777461991825284,Cloudy,83
9,Saturday,37.10823533040386,Rainy,188
2,Wednesday,16.982894413038665,Cloudy,14
8,Wednesday,34.221880910198536,Rainy,133
12,Wednesday,11.772816702347598,Sunny,95
17,Monday,36.96542164540742,Sunny,282
14,Saturday,29.52305642676242,Sunny,262
3,Thursday,36.22680172415055,Cloudy,147
14,Thursday,10.005651986697456,Cloudy,115
21,Friday,15.072432110679776,Rainy,150
1,Friday,21.69278162279476,Rainy,1
14,Sunday,21.38508710124156,Sunny,191
7,Friday,16.80191148770532,Cloudy,50
7,Wednesday,21.448358196016002,Rainy,74
16,Thursday,13.865461360007645,Cloudy,107
11,Saturday,22.38283387798078,Cloudy,195
18,Wednesday,34.07062987477792,Sunny,294
9,Monday,24.372101893100535,Sunny,141
8,Friday,10.54000266835645,Cloudy,41
4,Wednesday,22.643321247377422,Cloudy,87
5,Wednesday,10.815250482725325,Cloudy,27
19,Monday,38.98730232120394,Cloudy,317
1,Tuesday,13.823618782686069,Sunny,0
23,Thursday,31.230649789918562,Rainy,311
12,Saturday,39.18328968676258,Sunny,289
5,Sunday,34.781171549997154,Rainy,154
4,Tuesday,30.97946125378611,Cloudy,130
0,Friday,35.18382728502301,Rainy,57
20,Wednesday,39.45396079781883,Sunny,293
21,Monday,28.640334917605887,Sunny,279
20,Monday,26.775544204879793,Cloudy,242
5,Thursday,28.847143313898442,Sunny,110
5,Tuesday,25.98027660284665,Cloudy,114
22,Sunday,29.052673177291563,Sunny,318
15,Thursday,23.49526623917678,Sunny,192
3,Wednesday,16.553295486499213,Cloudy,16
10,Thursday,13.607416795350268,Rainy,75
23,Saturday,12.050228065967811,Sunny,254
22,Monday,17.899473512596003,Rainy,216
8,Monday,11.383706930072016,Sunny,46
22,Friday,27.01512339758157,Sunny,301
2,Friday,18.51485341070561,Sunny,69
18,Sunday,34.736044242610966,Sunny,320
7,Wednesday,12.227226189651592,Rainy,4
4,Saturday,16.790544830244578,Rainy,27
3,Tuesday,31.907384412704378,Sunny,102
23,Thursday,27.96424889150474,Sunny,278
5,Sunday,11.934738137475026,Rainy,28
1,Wednesday,36.31718371486601,Cloudy,114
19,Friday,36.31785288478538,Cloudy,287
10,Thursday,19.912240116273217,Rainy,93
3,Friday,20.21217530048694,Sunny,46
14,Thursday,39.67085075050522,Sunny,256
5,Tuesday,28.785285147794145,Cloudy,119
21,Wednesday,25.93949561704177,Cloudy,209
16,Thursday,35.14456550655773,Rainy,225
23,Saturday,18.55871015071949,Cloudy,268
5,Sunday,22.875477801890707,Rainy,100
18,Monday,18.033300264650023,Cloudy,159
1,Saturday,33.67482539766194,Cloudy,97
14,Saturday,27.20048036905654,Cloudy,227
10,Sunday,29.764752104202117,Sunny,160
7,Monday,17.569217495182198,Sunny,104
18,Saturday,16.606759041319453,Sunny,217
12,Thursday,24.65123886948816,Cloudy,184
11,Thursday,32.1269724727848,Rainy,138
4,Thursday,25.757192725604803,Rainy,50
5,Monday,10.979370326370057,Rainy,0
21,Saturday,36.05654518960866,Rainy,294
3,Monday,11.940606805453948,Sunny,6
18,Thursday,38.67473451162257,Sunny,254
19,Sunday,10.754258748318183,Cloudy,175
0,Saturday,30.833513683921264,Cloudy,54
19,Saturday,12.46621191135345,Rainy,167
16,Friday,37.32029738305418,Sunny,289
11,Friday,23.932997086766285,Rainy,118
